Article,Triplet,Title,Head,Relation,Tail
Article 142  The early-detection and exclusion system,"('exclusion', 'part of', 'article')",TITLE V COMMON RULES,exclusion,part of,article
Article 142  The early-detection and exclusion system,"('commission', 'foundational text', 'exclusion')",TITLE V COMMON RULES,commission,foundational text,exclusion
Article 142  The early-detection and exclusion system,"('regulation 140(2', 'main regulatory text', 'regulation')",TITLE V COMMON RULES,regulation 140(2,main regulatory text,regulation
Article 142  The early-detection and exclusion system,"('regulation 140(2', 'part of', 'regulation')",TITLE V COMMON RULES,regulation 140(2,part of,regulation
Article 142  The early-detection and exclusion system,"('regulation', 'main regulatory text', 'regulation 140(2')",TITLE V COMMON RULES,regulation,main regulatory text,regulation 140(2
Article 142  The early-detection and exclusion system,"('article 135(2)', 'regulated by', 'regulation')",TITLE V COMMON RULES,article 135(2),regulated by,regulation
Article 142  The early-detection and exclusion system,"('the budget', 'foundational text', 'cfsp')",TITLE V COMMON RULES,the budget,foundational text,cfsp
Article 142  The early-detection and exclusion system,"('the budget', 'main regulatory text', 'article 63')",TITLE V COMMON RULES,the budget,main regulatory text,article 63
Article 142  The early-detection and exclusion system,"('the early detection', 'has cause', 'panel')",TITLE V COMMON RULES,the early detection,has cause,panel
Article 142  The early-detection and exclusion system,"('article 74', 'conferred by', 'award')",TITLE V COMMON RULES,article 74,conferred by,award
Article 142  The early-detection and exclusion system,"('council', 'main regulatory text', 'regulation')",TITLE V COMMON RULES,council,main regulatory text,regulation
Article 143  Panel,"('law', 'part of', 'law')",TITLE V COMMON RULES,law,part of,law
Article 143  Panel,"('submit', 'said to be the same as', 'submit')",TITLE V COMMON RULES,submit,said to be the same as,submit
Article 143  Panel,"('submit observations', 'said to be the same as', 'submit')",TITLE V COMMON RULES,submit observations,said to be the same as,submit
Article 143  Panel,"('observations', 'said to be the same as', 'submit')",TITLE V COMMON RULES,observations,said to be the same as,submit
Article 143  Panel,"('article 135(2)', 'part of', 'law')",TITLE V COMMON RULES,article 135(2),part of,law
Article 143  Panel,"('officer', 'laws applied', 'regulation (ec) no 58/2003')",TITLE V COMMON RULES,officer,laws applied,regulation (ec) no 58/2003
Article 143  Panel,"('article 136(2)', 'part of', 'law')",TITLE V COMMON RULES,article 136(2),part of,law
Article 143  Panel,"('article 136(2)', 'published in', 'law')",TITLE V COMMON RULES,article 136(2),published in,law
Article 144  Functioning of the database for the early-detection and exclusion system,"('fraud', 'said to be the same as', 'fraud')",TITLE V COMMON RULES,fraud,said to be the same as,fraud
Article 145  Exception applicable to the Joint Research Centre,"('jrc', 'foundational text', 'jrc')",TITLE V COMMON RULES,jrc,foundational text,jrc
Article 147  e-Government,"('council', 'legislative body', 'parliament')",TITLE V COMMON RULES,council,legislative body,parliament
Article 148  Electronic exchange systems,"('protection of personal data', 'main regulatory text', 'regulation (ec) no 45/2001')",TITLE V COMMON RULES,protection of personal data,main regulatory text,regulation (ec) no 45/2001
Article 148  Electronic exchange systems,"('system', 'has use', 'evidence')",TITLE V COMMON RULES,system,has use,evidence
Article 148  Electronic exchange systems,"('system', 'instance of', 'evidence')",TITLE V COMMON RULES,system,instance of,evidence
Article 148  Electronic exchange systems,"('electronic exchange', 'instance of', 'electronic exchange')",TITLE V COMMON RULES,electronic exchange,instance of,electronic exchange
Article 149  Submission of application documents,"('l 193/104', 'conferred by', 'award')",TITLE V COMMON RULES,l 193/104,conferred by,award
Article 149  Submission of application documents,"('acknowledgement of receipt', 'facet of', 'participant')",TITLE V COMMON RULES,acknowledgement of receipt,facet of,participant
Article 149  Submission of application documents,"('acknowledgement of receipt', 'facet of', 'the procedure')",TITLE V COMMON RULES,acknowledgement of receipt,facet of,the procedure
Article 149  Submission of application documents,"('acknowledgement of receipt', 'field of this occupation', 'the procedure')",TITLE V COMMON RULES,acknowledgement of receipt,field of this occupation,the procedure
Article 149  Submission of application documents,"('union funds', 'facet of', 'union')",TITLE V COMMON RULES,union funds,facet of,union
Article 149  Submission of application documents,"('union funds', 'standards body', 'union')",TITLE V COMMON RULES,union funds,standards body,union
Article 150  Evaluation committee,"('union institutions', 'instance of', 'articles')",TITLE V COMMON RULES,union institutions,instance of,articles
Article 150  Evaluation committee,"('union bodies', 'instance of', 'union institutions')",TITLE V COMMON RULES,union bodies,instance of,union institutions
Article 150  Evaluation committee,"('union bodies', 'instance of', 'articles')",TITLE V COMMON RULES,union bodies,instance of,articles
Article 150  Evaluation committee,"('articles 68', 'instance of', 'union institutions')",TITLE V COMMON RULES,articles 68,instance of,union institutions
Article 150  Evaluation committee,"('articles 68', 'instance of', 'articles')",TITLE V COMMON RULES,articles 68,instance of,articles
Article 150  Evaluation committee,"('representations', 'instance of', 'representations')",TITLE V COMMON RULES,representations,instance of,representations
Article 152  Guarantees,"('the jrc', 'instance of', 'grants')",TITLE V COMMON RULES,the jrc,instance of,grants
Article 152  Guarantees,"('grants', 'instance of', 'grants')",TITLE V COMMON RULES,grants,instance of,grants
Article 152  Guarantees,"('guarantee', 'facet of', 'grant')",TITLE V COMMON RULES,guarantee,facet of,grant
Article 152  Guarantees,"('guarantee', 'permanent duplicated item', 'grant')",TITLE V COMMON RULES,guarantee,permanent duplicated item,grant
Article 152  Guarantees,"('grant', 'instance of', 'grant')",TITLE V COMMON RULES,grant,instance of,grant
Article 152  Guarantees,"('contractor', 'instance of', 'grant')",TITLE V COMMON RULES,contractor,instance of,grant
Article 152  Guarantees,"('the jrc', 'instance of', 'jrc')",TITLE V COMMON RULES,the jrc,instance of,jrc
Article 152  Guarantees,"('jrc', 'instance of', 'grants')",TITLE V COMMON RULES,jrc,instance of,grants
Article 152  Guarantees,"('the contractor', 'follows', 'contractor')",TITLE V COMMON RULES,the contractor,follows,contractor
Article 152  Guarantees,"('the contractor', 'permanent duplicated item', 'contractor')",TITLE V COMMON RULES,the contractor,permanent duplicated item,contractor
Article 152  Guarantees,"('contractor', 'permanent duplicated item', 'the contractor')",TITLE V COMMON RULES,contractor,permanent duplicated item,the contractor
Article 152  Guarantees,"('contractor', 'permanent duplicated item', 'contractor')",TITLE V COMMON RULES,contractor,permanent duplicated item,contractor
Article 152  Guarantees,"('grant agreement', 'instance of', 'grant agreement')",TITLE V COMMON RULES,grant agreement,instance of,grant agreement
Article 152  Guarantees,"('the jrc', 'organizer', 'the jrc')",TITLE V COMMON RULES,the jrc,organizer,the jrc
Article 152  Guarantees,"('the jrc', 'organizer', 'jrc')",TITLE V COMMON RULES,the jrc,organizer,jrc
Article 152  Guarantees,"('jrc', 'organizer', 'the jrc')",TITLE V COMMON RULES,jrc,organizer,the jrc
Article 152  Guarantees,"('jrc', 'organizer', 'jrc')",TITLE V COMMON RULES,jrc,organizer,jrc
Article 152  Guarantees,"('contractor', 'instance of', 'joint and several')",TITLE V COMMON RULES,contractor,instance of,joint and several
Article 152  Guarantees,"('contractor', 'permanent duplicated item', 'joint and several')",TITLE V COMMON RULES,contractor,permanent duplicated item,joint and several
Article 153  Guarantee on pre-financing,"('grant', 'follows', 'contractor')",TITLE V COMMON RULES,grant,follows,contractor
Article 154  Indirect management,"('accounting system', 'external auditor', 'independent external audit')",TITLE VI INDIRECT MANAGEMENT,accounting system,external auditor,independent external audit
Article 154  Indirect management,"('independent external audit', 'field of this occupation', 'accounting system')",TITLE VI INDIRECT MANAGEMENT,independent external audit,field of this occupation,accounting system
Article 154  Indirect management,"('the union', 'foundational text', 'basic acts')",TITLE VI INDIRECT MANAGEMENT,the union,foundational text,basic acts
Article 154  Indirect management,"('union', 'foundational text', 'basic acts')",TITLE VI INDIRECT MANAGEMENT,union,foundational text,basic acts
Article 154  Indirect management,"('contribution agreement', 'instance of', 'call for proposals')",TITLE VI INDIRECT MANAGEMENT,contribution agreement,instance of,call for proposals
Article 154  Indirect management,"('contribution agreement', 'instance of', 'grant')",TITLE VI INDIRECT MANAGEMENT,contribution agreement,instance of,grant
Article 154  Indirect management,"('independent external audit', 'subclass of', 'audit service')",TITLE VI INDIRECT MANAGEMENT,independent external audit,subclass of,audit service
Article 154  Indirect management,"('audit service', 'external auditor', 'independent external audit')",TITLE VI INDIRECT MANAGEMENT,audit service,external auditor,independent external audit
Article 154  Indirect management,"('the commission’s', 'instance of', 'commission')",TITLE VI INDIRECT MANAGEMENT,the commission’s,instance of,commission
Article 154  Indirect management,"('commission', 'instance of', 'the commission’s')",TITLE VI INDIRECT MANAGEMENT,commission,instance of,the commission’s
Article 154  Indirect management,"('contribution agreement', 'instance of', 'financing agreement')",TITLE VI INDIRECT MANAGEMENT,contribution agreement,instance of,financing agreement
Article 154  Indirect management,"('contribution agreement', 'prerequisite', 'financing agreement')",TITLE VI INDIRECT MANAGEMENT,contribution agreement,prerequisite,financing agreement
Article 155  Implementation of Union funds and budgetary guarantees,"('terrorism', 'handled, mitigated, or managed by', 'money laundering')",TITLE VI INDIRECT MANAGEMENT,terrorism,"handled, mitigated, or managed by",money laundering
